timestamp,total,anger,fear,joy,love,other,sadness,surprise
2020-08-02T06:00:00.000Z,1053477,43864,36554,670703,85196,196372,172425,73748
2020-08-02T07:00:00.000Z,1040802,40626,35474,665503,123851,219616,178903,69444
2020-08-02T08:00:00.000Z,1007854,37854,34374,657843,92396,188291,158428,64878
2020-08-02T09:00:00.000Z,972782,37788,34487,623876,90114,185644,153987,63607
2020-08-02T10:00:00.000Z,980553,39796,39388,607273,85771,184818,169512,65705
2020-08-02T11:00:00.000Z,1061580,42653,41832,670427,90411,195812,183013,71791
2020-08-02T12:00:00.000Z,1176801,46485,46084,744002,100472,222127,199704,77845
2020-08-02T13:00:00.000Z,1166976,48695,48275,722961,100705,221631,205497,81519
2020-08-02T14:00:00.000Z,1350289,60821,56635,821543,113464,262951,249092,102882
2020-08-02T15:00:00.000Z,1422295,62350,85899,835884,116320,279602,257066,104417
2020-08-02T16:00:00.000Z,1381237,64383,70134,806961,117676,268464,260938,96076
2020-08-02T17:00:00.000Z,1373231,64185,67300,799208,115882,261415,269136,97202
2020-08-02T18:00:00.000Z,1361228,64855,62472,798050,119024,249896,268029,98371
2020-08-02T19:00:00.000Z,1327030,63643,58593,778502,111449,240832,265875,94204
2020-08-02T20:00:00.000Z,1286682,59901,56986,753302,105943,233175,258775,91232
2020-08-02T21:00:00.000Z,1258268,60158,56300,731880,100577,230851,252089,88899
2020-08-02T22:00:00.000Z,1234288,60445,54023,717308,95806,224789,248414,86497
2020-08-02T23:00:00.000Z,1210516,55578,52384,707811,94849,220761,239092,84876
2020-08-03T00:00:00.000Z,1217094,54652,51769,712702,92912,222935,241864,83449
2020-08-03T01:00:00.000Z,1245186,55639,52816,730040,94290,228507,246801,85128
2020-08-03T02:00:00.000Z,1258903,53441,54808,734849,96720,230612,253707,85245
2020-08-03T03:00:00.000Z,1247176,50042,54476,736407,97123,222637,248606,84711
2020-08-03T04:00:00.000Z,1067688,42426,46201,633068,85580,187802,209472,72872
2020-08-03T05:00:00.000Z,1090013,44191,44743,653363,89192,191742,206710,73243
2020-08-03T06:00:00.000Z,1039485,40590,43742,634480,86343,182112,191641,69083
2020-08-03T07:00:00.000Z,991541,46123,40261,603073,80179,170919,179674,62890
2020-08-03T08:00:00.000Z,956736,42373,38299,587238,75182,166633,170339,60513
2020-08-03T09:00:00.000Z,977381,44487,40774,596650,81159,183673,165617,62906
2020-08-03T10:00:00.000Z,1007184,45019,43238,608282,81316,183011,176603,63283
2020-08-03T11:00:00.000Z,1147438,48939,47478,709776,85324,201124,203519,67024
2020-08-03T12:00:00.000Z,1270041,54445,56076,773685,92705,233375,245793,79312
2020-08-03T13:00:00.000Z,1221881,56512,57867,737260,89796,228304,244666,75365
2020-08-03T14:00:00.000Z,1420275,67015,71265,852364,105358,276999,301942,89572
2020-08-03T15:00:00.000Z,1451154,69852,69328,860750,110803,279718,310370,89540
2020-08-03T16:00:00.000Z,1439646,70973,68051,851232,110120,266507,301339,94296
2020-08-03T17:00:00.000Z,1424493,72890,66264,835953,120804,256614,293209,91645
2020-08-03T18:00:00.000Z,1384307,73017,63422,809748,114462,249093,288736,90506
2020-08-03T19:00:00.000Z,1368434,71237,64621,793921,112962,247158,289905,87542
2020-08-03T20:00:00.000Z,1341253,69864,62596,786804,107575,245065,279613,87071
2020-08-03T21:00:00.000Z,1331884,69019,63910,769336,104338,242020,287788,87364
2020-08-03T22:00:00.000Z,1262720,63358,61091,734739,96291,233270,262181,85266
2020-08-03T23:00:00.000Z,1150031,58619,53816,682542,95528,213624,224998,78294
2020-08-04T00:00:00.000Z,811785,49589,34022,517621,86633,164963,140142,34782
2020-08-04T01:00:00.000Z,839286,53328,34495,534319,86441,170499,145583,36006
2020-08-04T02:00:00.000Z,1028908,63780,44031,658213,104086,210031,178637,46088
2020-08-04T03:00:00.000Z,835212,52765,34005,530860,83662,172384,144968,34863
2020-08-04T04:00:00.000Z,797661,51592,31666,505264,83091,164508,138323,33011
2020-08-04T05:00:00.000Z,754396,49552,28982,477644,80057,158030,133525,29816
2020-08-04T06:00:00.000Z,731818,43691,27429,469999,76040,156903,121565,27907
2020-08-04T07:00:00.000Z,700379,39527,26093,459427,73562,148091,110631,26097
2020-08-04T08:00:00.000Z,679002,36395,24787,449136,71297,144686,102910,25079
2020-08-04T09:00:00.000Z,683393,35338,23643,451425,69956,145242,105856,24419
2020-08-04T10:00:00.000Z,703685,37998,24976,461849,71453,148917,109815,25186
2020-08-04T11:00:00.000Z,771926,45131,29152,503532,77349,160211,125087,28850
2020-08-04T12:00:00.000Z,844112,52024,32073,546349,84137,169463,141670,32965
2020-08-04T13:00:00.000Z,841636,52031,31471,543522,82393,169103,141925,33002
2020-08-04T14:00:00.000Z,958070,61054,36012,622010,93482,190438,164084,37783
2020-08-04T15:00:00.000Z,1064906,65665,84188,655006,98323,214939,173632,45573
2020-08-04T16:00:00.000Z,1043230,67123,57003,640369,99716,208815,195610,43018
2020-08-04T17:00:00.000Z,1014439,69573,51177,619145,93081,205763,201177,42213
2020-08-04T18:00:00.000Z,974503,63869,47460,594553,88282,196085,196824,40485
2020-08-04T19:00:00.000Z,951050,61688,43446,572379,85384,188571,200936,39161
2020-08-04T20:00:00.000Z,942954,60957,42004,565681,81221,190641,200309,39362
2020-08-04T21:00:00.000Z,937757,63535,41885,561270,80467,194423,196101,39447
2020-08-04T22:00:00.000Z,926468,64586,40662,548556,82791,195254,192752,38392
2020-08-04T23:00:00.000Z,898975,59365,40136,537500,79270,188336,184285,36840
2020-08-05T00:00:00.000Z,1171812,68746,49960,670867,85633,221776,261175,69021
2020-08-05T01:00:00.000Z,1302035,72197,55272,737845,88171,240532,293995,86254
2020-08-05T02:00:00.000Z,1302276,68520,53857,742651,90963,239721,293255,84213
2020-08-05T03:00:00.000Z,1211272,60068,50637,688413,87128,223098,269418,79663
2020-08-05T04:00:00.000Z,1229394,58438,57033,706003,86847,222504,261173,80918
2020-08-05T05:00:00.000Z,1148113,51625,47585,666383,83767,210401,241606,72721
2020-08-05T06:00:00.000Z,1084008,47226,42260,641091,82344,197155,219235,66780
2020-08-05T07:00:00.000Z,1043525,44858,38193,628845,84390,187913,203653,62436
2020-08-05T08:00:00.000Z,1007905,43768,37422,612849,80374,183089,190431,59681
2020-08-05T09:00:00.000Z,1001717,42876,36198,610214,78555,181851,185304,60995
2020-08-05T10:00:00.000Z,1070141,44650,37890,650305,83334,192005,204570,69817
2020-08-05T11:00:00.000Z,1158106,50636,43995,693432,88952,208674,223471,78957
2020-08-05T12:00:00.000Z,1254961,58807,52398,738654,97175,229376,254288,80959
2020-08-05T13:00:00.000Z,1336256,65121,56744,771382,104246,251887,280920,81166
2020-08-05T14:00:00.000Z,1435402,68802,61328,821324,113193,280600,319548,85762
2020-08-05T15:00:00.000Z,1468911,71283,67343,841775,111335,281910,319683,92167
2020-08-05T16:00:00.000Z,1444295,75125,64805,818195,113227,277695,320882,88721
2020-08-05T17:00:00.000Z,1416661,77066,63270,795284,109156,267614,321880,87836
2020-08-05T18:00:00.000Z,1377733,73379,61407,777146,104901,258479,310154,84829
2020-08-05T19:00:00.000Z,1366197,74051,61019,767221,102504,256677,314771,84775
2020-08-05T20:00:00.000Z,1340189,73970,57983,749896,99567,250831,308276,85085
2020-08-05T21:00:00.000Z,1318299,71076,58345,740130,98002,243817,299144,84337
2020-08-05T22:00:00.000Z,1306004,71248,57170,725938,98295,249760,290450,82159
2020-08-05T23:00:00.000Z,1298202,69938,54535,740093,91723,251063,278369,79074
2020-08-06T00:00:00.000Z,1294488,70966,56570,740182,90373,246521,279206,81213
2020-08-06T01:00:00.000Z,1305542,71506,58949,744252,90559,250146,280794,82095
2020-08-06T02:00:00.000Z,1303699,69958,58677,744091,92063,247222,281620,81202
2020-08-06T03:00:00.000Z,1248388,65765,55124,715002,90578,237184,263888,78053
2020-08-06T04:00:00.000Z,1188233,59414,51204,685544,86796,223984,246627,73990
2020-08-06T05:00:00.000Z,1096810,52845,45999,644587,81458,207253,215763,67634
2020-08-06T06:00:00.000Z,1012516,47611,42827,602120,78921,189318,190866,61004
2020-08-06T07:00:00.000Z,986680,45437,42076,595467,77075,179946,180155,58429
2020-08-06T08:00:00.000Z,959424,42958,39244,581414,74937,176465,175178,58645
2020-08-06T09:00:00.000Z,991317,51205,40666,597830,79015,183677,190748,57512
2020-08-06T10:00:00.000Z,1041584,51814,43792,633438,84284,187406,197596,62903
2020-08-06T11:00:00.000Z,1127582,53147,46304,685850,88455,201423,216307,67313
2020-08-06T12:00:00.000Z,1240277,59960,51298,737954,98294,232350,244077,72223
2020-08-06T13:00:00.000Z,1217467,61649,52796,717490,94902,228085,244963,69753
2020-08-06T14:00:00.000Z,1408949,72870,61877,828815,107291,270609,288302,82249
2020-08-06T15:00:00.000Z,1477820,72643,112748,840287,103466,275435,295353,85717
2020-08-06T16:00:00.000Z,1466868,78620,81437,847413,107247,276046,299697,87725
2020-08-06T17:00:00.000Z,1451270,78311,71198,835687,109016,271535,304128,84319
2020-08-06T18:00:00.000Z,1410886,75415,64991,803019,103923,262374,311183,82859
2020-08-06T19:00:00.000Z,1364985,74070,62699,771830,100780,260631,297100,81702
2020-08-06T20:00:00.000Z,1347068,74023,60382,759451,98300,254698,295600,81388
2020-08-06T21:00:00.000Z,1321695,69756,58974,745439,94393,255947,291257,78489
2020-08-06T22:00:00.000Z,1308879,66314,63422,734807,93019,257036,282900,78440
2020-08-06T23:00:00.000Z,1268921,61395,61216,720659,87445,248527,269356,75026
2020-08-07T00:00:00.000Z,1274585,60240,58904,730981,87021,247344,268848,74605
2020-08-07T01:00:00.000Z,1304104,60201,56529,742524,92370,250942,279151,77049
2020-08-07T02:00:00.000Z,1321846,66652,59442,763175,91145,262266,268931,81621
2020-08-07T03:00:00.000Z,1281174,62782,57155,746180,93017,252828,253701,80529
2020-08-07T04:00:00.000Z,1254933,56798,53575,730360,96621,248519,240777,82017
2020-08-07T05:00:00.000Z,1164043,50823,49037,690939,91209,228836,215503,72480
2020-08-07T06:00:00.000Z,1085529,46304,44520,656293,86224,214942,196055,65364
2020-08-07T07:00:00.000Z,1032359,42463,40274,633670,81760,204778,181493,60815
2020-08-07T08:00:00.000Z,995369,40296,37444,612195,76790,195464,172373,59954
2020-08-07T09:00:00.000Z,1044145,40276,39256,648057,84565,201995,170072,66581
2020-08-07T10:00:00.000Z,1077798,43124,40496,663943,85220,210994,179523,69362
2020-08-07T11:00:00.000Z,1158169,47914,43234,710685,92810,222076,205701,71973
2020-08-07T12:00:00.000Z,1270738,62155,50424,764943,100630,249444,238620,77523
2020-08-07T13:00:00.000Z,1257257,61884,52268,746913,94109,255590,234835,78275
2020-08-07T14:00:00.000Z,1462015,72238,61552,876784,116844,285147,277041,88555
2020-08-07T15:00:00.000Z,1561651,80197,67408,962216,134721,285939,297816,97148
2020-08-07T16:00:00.000Z,1499324,75902,66650,884250,126988,270616,306374,100342
2020-08-07T17:00:00.000Z,1472386,78631,64983,847486,126145,271046,316667,98298
2020-08-07T18:00:00.000Z,1410403,75082,62522,814824,119144,266098,296124,95513
2020-08-07T19:00:00.000Z,1358890,74286,59578,783641,108523,259709,277878,93305
2020-08-07T20:00:00.000Z,1338352,70762,62165,756368,99694,251509,295156,89900
2020-08-07T21:00:00.000Z,1324744,68757,59034,743946,95285,250341,299725,88757
2020-08-07T22:00:00.000Z,1253617,65005,53679,714819,88693,235283,273665,83298
2020-08-07T23:00:00.000Z,1209160,63474,53471,696225,86085,224465,253000,81044
2020-08-08T00:00:00.000Z,1245637,66345,53063,724643,88117,230012,257445,81607
2020-08-08T01:00:00.000Z,1264235,67201,52119,737583,88501,234238,263226,82300
2020-08-08T02:00:00.000Z,1232969,64256,50410,711697,87924,236147,255251,81189
2020-08-08T03:00:00.000Z,1202951,63323,48351,696242,87139,227284,245459,77979
2020-08-08T04:00:00.000Z,1129892,59546,44998,658797,84815,212446,221722,72130
2020-08-08T05:00:00.000Z,1059549,55357,41609,620355,79115,200383,204907,65862
2020-08-08T06:00:00.000Z,1007895,50506,39184,599977,77752,186623,191688,60980
2020-08-08T07:00:00.000Z,981482,46313,37383,588812,75766,178288,187739,59821
2020-08-08T08:00:00.000Z,948622,44027,35461,577488,73674,171000,175059,59936
2020-08-08T09:00:00.000Z,966633,44594,34754,596338,75409,168595,170054,63337
2020-08-08T10:00:00.000Z,975562,46338,34613,594163,73518,173933,176945,60744
2020-08-08T11:00:00.000Z,1048063,50394,38969,629662,81401,187484,192520,67725
2020-08-08T12:00:00.000Z,1286155,54685,42320,795862,115436,221657,225365,76208
2020-08-08T13:00:00.000Z,1361361,67502,43612,827052,148135,236997,224328,71162
2020-08-08T14:00:00.000Z,1502586,71811,54149,915698,144213,263130,285916,82922
2020-08-08T15:00:00.000Z,1489416,70655,52646,926295,129426,258060,274417,81107
2020-08-08T16:00:00.000Z,1486536,72589,55307,889076,129970,298106,279948,76340
2020-08-08T17:00:00.000Z,1465899,70429,55868,871192,131006,276378,286268,72459
2020-08-08T18:00:00.000Z,1398865,69317,55290,853530,114831,255535,266811,76462
2020-08-08T19:00:00.000Z,1381420,67242,56668,829160,109702,248980,276367,75650
2020-08-08T20:00:00.000Z,1289568,66627,53946,752296,97629,239611,270750,78729
2020-08-08T21:00:00.000Z,1268032,70921,54280,731361,90430,239875,265778,80645
2020-08-08T22:00:00.000Z,1230727,67968,51657,711872,86135,233257,255155,81385
2020-08-08T23:00:00.000Z,1210709,64726,50590,706523,84238,227630,243802,81752
2020-08-09T00:00:00.000Z,1214411,58012,49300,723663,83911,229210,238093,78057
2020-08-09T01:00:00.000Z,1270006,55931,48847,785638,92535,239133,237750,77979
2020-08-09T02:00:00.000Z,1295069,55007,50208,800990,98347,247857,237313,79755
2020-08-09T03:00:00.000Z,1324575,53736,51824,828170,109686,248606,241936,81166
2020-08-09T04:00:00.000Z,1316491,49054,50106,836062,96188,242743,226978,86884
2020-08-09T05:00:00.000Z,1298119,49235,43975,822947,113630,231111,231483,78256
2020-08-09T06:00:00.000Z,1300805,46810,42183,840614,112412,230992,226522,76286
2020-08-09T07:00:00.000Z,1260689,46163,50692,814159,116402,212180,222238,70083
2020-08-09T08:00:00.000Z,1283024,44568,46219,825071,115113,219333,225806,67002
2020-08-09T09:00:00.000Z,1235006,39095,38240,814520,113431,231690,199539,55086
2020-08-09T10:00:00.000Z,1337515,43599,37731,926984,145196,229001,193266,57019
2020-08-09T11:00:00.000Z,1374163,49945,41607,942764,157912,221348,213539,58707
2020-08-09T12:00:00.000Z,1467005,56839,55896,965016,166894,278058,234971,81841
2020-08-09T13:00:00.000Z,1190411,56668,51655,731728,102617,224701,225561,69722
2020-08-09T14:00:00.000Z,1390815,65647,61423,850939,122241,261331,279650,80086
2020-08-09T15:00:00.000Z,1431625,65684,73761,864050,123151,258817,286978,81173
2020-08-09T16:00:00.000Z,1409769,70005,65285,837656,123360,264946,293722,82240
2020-08-09T17:00:00.000Z,1381447,69305,62326,810141,117464,260157,295071,83001
2020-08-09T18:00:00.000Z,1359681,72134,60531,790828,111728,252565,290447,85325
2020-08-09T19:00:00.000Z,1348230,76915,61453,768101,108551,259322,286463,83603
2020-08-09T20:00:00.000Z,1301995,74610,58975,738914,112008,244552,284175,83882
2020-08-09T21:00:00.000Z,1266730,68875,56226,728898,103507,234755,271590,82926
2020-08-09T22:00:00.000Z,1230321,65046,54564,710669,95002,232901,259730,79119
2020-08-09T23:00:00.000Z,1212300,61164,51322,706042,88796,231981,253333,77005
2020-08-10T00:00:00.000Z,1207586,58648,51458,706872,87660,229471,249048,75816
2020-08-10T01:00:00.000Z,1230401,60566,50619,715886,90256,242884,261501,75229
2020-08-10T02:00:00.000Z,1245799,59633,51990,727839,94853,239658,262791,76954
2020-08-10T03:00:00.000Z,1192026,55235,49871,699254,91329,229582,247769,74391
2020-08-10T04:00:00.000Z,1127167,53577,47676,664949,87392,212636,228117,70168
2020-08-10T05:00:00.000Z,1077854,48901,44451,637178,85271,202185,213570,67362
2020-08-10T06:00:00.000Z,1014241,44202,40850,616449,81379,183189,191032,61386
2020-08-10T07:00:00.000Z,967012,40477,40622,594821,77902,171992,173342,58964
2020-08-10T08:00:00.000Z,939155,37350,38748,580345,73291,168023,168287,57068
2020-08-10T09:00:00.000Z,957650,37754,38116,594197,75933,171922,166441,58749
2020-08-10T10:00:00.000Z,988454,39645,40701,607338,78857,180404,175714,60240
2020-08-10T11:00:00.000Z,1083954,44781,47598,657534,85508,200182,199152,66871
2020-08-10T12:00:00.000Z,1198773,50861,56119,713714,101475,224661,227928,72992
2020-08-10T13:00:00.000Z,1197168,54254,58996,711808,97825,223105,235908,76513
2020-08-10T14:00:00.000Z,1430315,67090,87698,838812,120555,277993,291131,90064
2020-08-10T15:00:00.000Z,1732346,85950,91450,1070029,164052,323248,363077,114384
2020-08-10T16:00:00.000Z,1528885,78755,79034,900631,135873,286992,323171,96194
2020-08-10T17:00:00.000Z,1407647,78514,72973,808509,126368,260319,297893,86068
2020-08-10T18:00:00.000Z,1400652,80513,72101,794144,139077,252035,289134,86627
2020-08-10T19:00:00.000Z,1361583,79705,72389,771147,122223,251850,284362,87049
2020-08-10T20:00:00.000Z,1326317,75913,71438,750772,112914,247279,280097,88121
2020-08-10T21:00:00.000Z,1323323,75980,72771,750716,107551,251484,274346,90351
2020-08-10T22:00:00.000Z,1323110,80832,77477,745568,102801,260083,271266,90219
2020-08-10T23:00:00.000Z,1278754,73953,70658,724370,97533,245787,267124,85777
2020-08-11T00:00:00.000Z,1267988,67638,65913,729919,93765,240253,261447,82893
2020-08-11T01:00:00.000Z,1267145,65412,66829,732502,92281,243887,257814,82417
2020-08-11T02:00:00.000Z,1270270,62909,64100,739198,91296,248032,254423,84542
2020-08-11T03:00:00.000Z,1227135,58175,58743,714377,88858,243001,242725,82807
2020-08-11T04:00:00.000Z,1150402,52108,51378,675657,85824,222066,222650,79732
2020-08-11T05:00:00.000Z,1079093,48395,46671,639366,83096,209597,203014,73062
2020-08-11T06:00:00.000Z,1036511,45836,44770,614089,83018,202720,188437,70936
2020-08-11T07:00:00.000Z,1017605,42836,41387,621886,82422,191417,180163,67845
2020-08-11T08:00:00.000Z,951939,42531,38619,585647,78144,177883,167201,61420
2020-08-11T09:00:00.000Z,980573,44133,39435,610924,80066,183136,166222,63176
2020-08-11T10:00:00.000Z,1065019,48645,44813,662411,84771,197983,180765,68462
2020-08-11T11:00:00.000Z,1144606,52544,48695,712563,91153,211889,201645,74647
2020-08-11T12:00:00.000Z,1248002,58584,54025,763312,95178,239064,240244,80991
2020-08-11T13:00:00.000Z,1240230,56597,54466,763277,96906,241631,233234,79733
2020-08-11T14:00:00.000Z,1394613,68225,65180,844741,119455,273177,266609,91036
2020-08-11T15:00:00.000Z,1450440,77944,86720,859874,121703,280123,279173,92077
2020-08-11T16:00:00.000Z,1432756,82652,69994,841578,125081,289275,284523,89984
2020-08-11T17:00:00.000Z,1411265,83461,68061,821046,120140,282749,284308,92095
2020-08-11T18:00:00.000Z,1392237,80442,63784,807703,113553,276027,280261,91998
2020-08-11T19:00:00.000Z,1397529,82067,64569,813293,108474,273108,286127,88945
2020-08-11T20:00:00.000Z,1469091,86017,78839,881146,109902,283560,287726,96785
2020-08-11T21:00:00.000Z,1422143,81298,80775,836201,107627,270778,289283,101355
2020-08-11T22:00:00.000Z,1391245,74589,78575,791653,100705,282208,290422,96708
2020-08-11T23:00:00.000Z,1331296,69378,68245,760901,98183,266523,279846,90526
2020-08-12T00:00:00.000Z,1349416,69480,64097,778775,102396,264382,275551,92683
2020-08-12T01:00:00.000Z,1348537,72010,67105,771547,101662,262125,275475,89533
2020-08-12T02:00:00.000Z,1329409,69122,68235,762813,102027,254607,271383,85706
2020-08-12T03:00:00.000Z,1210086,63673,57275,700871,95219,232889,241385,76964
2020-08-12T04:00:00.000Z,1219078,66483,53859,716928,95892,230742,233217,77575
2020-08-12T05:00:00.000Z,1130532,65080,49151,666255,90626,209424,209436,70642
2020-08-12T06:00:00.000Z,1073758,60060,44171,636973,87041,199087,197259,66421
2020-08-12T07:00:00.000Z,1021003,53909,40637,618047,84714,184974,180359,62547
2020-08-12T08:00:00.000Z,974936,49778,36956,597123,78354,176443,169276,58333
2020-08-12T09:00:00.000Z,992250,50880,37592,601791,80193,180283,177187,58912
2020-08-12T10:00:00.000Z,1046715,54359,41585,635382,86683,194568,179526,63323
2020-08-12T11:00:00.000Z,1156665,62485,48395,696605,94687,221356,204964,69920
2020-08-12T12:00:00.000Z,1262549,71540,60622,745578,101954,243033,240584,79218
2020-08-12T13:00:00.000Z,1233423,73649,58003,721336,99409,241170,233115,80073
2020-08-12T14:00:00.000Z,1450425,86084,70454,833642,133433,292369,279956,94540
2020-08-12T15:00:00.000Z,1606700,99857,71788,964921,152479,313873,312923,103642
2020-08-12T16:00:00.000Z,1610239,110997,72758,945404,140737,295841,326712,105631
2020-08-12T17:00:00.000Z,1443096,95598,67020,824949,119242,269584,290273,89502
2020-08-12T18:00:00.000Z,1404901,90419,63567,803984,114281,263512,283044,89044
2020-08-12T19:00:00.000Z,1374195,83428,63504,787566,110628,258525,276196,85274
2020-08-12T20:00:00.000Z,1360450,82286,62943,774374,106096,258752,281262,85174
2020-08-12T21:00:00.000Z,1381943,81516,66131,779621,109510,267867,286398,88572
2020-08-12T22:00:00.000Z,1326679,72625,63233,745528,105033,259566,277902,83349
2020-08-12T23:00:00.000Z,1291559,70106,60978,729408,100613,252792,271184,78680
2020-08-13T00:00:00.000Z,1296397,68829,61603,740812,98819,250289,267624,78813
2020-08-13T01:00:00.000Z,1306744,70538,61264,746282,98548,245021,272884,79283
2020-08-13T02:00:00.000Z,1299559,72074,57757,745523,99263,247711,267758,78331
2020-08-13T03:00:00.000Z,1260939,69333,54518,721131,97262,241874,256697,77544
2020-08-13T04:00:00.000Z,1226617,64866,50198,689976,93296,252588,247479,79913
2020-08-13T05:00:00.000Z,1161292,61753,49488,662514,88909,234919,223387,74126
2020-08-13T06:00:00.000Z,1124913,58043,47730,651589,87917,220750,208965,71294
2020-08-13T07:00:00.000Z,1123782,54238,46105,677719,90718,211198,194266,74200
2020-08-13T08:00:00.000Z,1071265,50430,42946,659851,80711,199931,178481,70355
2020-08-13T09:00:00.000Z,1071712,50245,44760,660031,83187,193588,178315,67681
2020-08-13T10:00:00.000Z,1131956,54552,47478,684095,89454,211176,195097,72032
2020-08-13T11:00:00.000Z,1259480,61445,55067,742049,121061,234410,225700,77126
2020-08-13T12:00:00.000Z,1382683,72281,61027,833561,115147,258203,261675,84777
2020-08-13T13:00:00.000Z,1333869,73679,61637,795270,110985,249472,247235,78674
2020-08-13T14:00:00.000Z,1459350,87828,69805,858586,117071,288559,281080,87742
2020-08-13T15:00:00.000Z,1468315,87949,72891,861370,119863,290501,283472,94038
2020-08-13T16:00:00.000Z,1434904,84895,71350,828507,122231,288128,284222,97582
2020-08-13T17:00:00.000Z,1420525,82824,69481,821607,117215,284208,280446,105312
2020-08-13T18:00:00.000Z,1380338,80664,68775,784736,111215,272237,284260,96706
2020-08-13T19:00:00.000Z,1363335,78058,66932,780232,107719,267691,279731,94376
2020-08-13T20:00:00.000Z,1340063,77069,64022,771589,103274,259755,274536,90732
2020-08-13T21:00:00.000Z,1320520,75125,63698,756749,100411,255240,273571,88905
2020-08-13T22:00:00.000Z,1285288,70366,59531,737058,93166,252171,267209,85540
2020-08-13T23:00:00.000Z,1263832,68174,56090,726510,91209,247774,259538,86251
2020-08-14T00:00:00.000Z,1258280,66953,53902,724900,90849,244479,258851,82654
2020-08-14T01:00:00.000Z,1269471,65749,57266,726536,93380,249956,260535,80783
2020-08-14T02:00:00.000Z,1258940,64832,57140,717733,91195,249442,262928,80774
2020-08-14T03:00:00.000Z,1281185,65089,56361,732514,92740,256571,269413,81362
2020-08-14T04:00:00.000Z,1248676,55714,50333,739975,96009,235923,247281,81981
2020-08-14T05:00:00.000Z,1144151,50591,47162,678145,87137,214242,222409,71373
2020-08-14T06:00:00.000Z,983670,42585,39597,587015,73318,183795,189715,60356
2020-08-14T07:00:00.000Z,1031338,44981,43398,623710,78564,195449,191913,62855
2020-08-14T08:00:00.000Z,1018144,45246,41548,616041,76801,193254,184945,66586
2020-08-14T09:00:00.000Z,1022626,42503,41352,632013,77909,189228,180181,67149
2020-08-14T10:00:00.000Z,1043306,46822,44255,632988,81453,197633,189448,67791
2020-08-14T11:00:00.000Z,995762,45955,44274,602294,76845,186851,189289,65704
2020-08-14T12:00:00.000Z,1082714,50458,49628,648083,81363,203654,208973,69144
2020-08-14T13:00:00.000Z,1327586,65240,60675,784957,110726,263955,261380,78443
2020-08-14T14:00:00.000Z,1513195,74159,73999,901055,125075,313579,303405,94673
2020-08-14T15:00:00.000Z,1461446,73778,71946,853669,107069,297727,309919,86610
2020-08-14T16:00:00.000Z,1505800,72816,77849,869659,113926,333812,333798,81554
2020-08-14T17:00:00.000Z,1453438,69135,77560,836659,109249,291634,321013,79326
2020-08-14T18:00:00.000Z,1403559,68283,69547,811894,107063,272339,307780,77684
2020-08-14T19:00:00.000Z,1398363,71824,67622,787848,105017,280077,321211,81501
2020-08-14T20:00:00.000Z,1189350,63713,55713,665723,85094,234597,272110,70695
2020-08-14T21:00:00.000Z,1221572,62644,56711,666154,90514,238711,297714,68706
2020-08-14T22:00:00.000Z,1193797,60019,56501,667926,89807,236799,270664,71727
2020-08-14T23:00:00.000Z,1168498,57706,56586,663883,85426,232811,253671,71986
2020-08-15T00:00:00.000Z,1247647,60127,60301,718306,89411,246674,264267,78036
2020-08-15T01:00:00.000Z,1205976,57477,58374,703767,87322,235183,249286,73292
2020-08-15T02:00:00.000Z,1211216,56883,59614,710667,85772,235896,247305,72109
2020-08-15T03:00:00.000Z,1139035,51115,54495,673163,82360,220831,228670,66821
2020-08-15T04:00:00.000Z,1112827,45533,54106,669951,85251,208533,217764,62603
2020-08-15T05:00:00.000Z,1128481,45292,51798,676825,86009,210334,225588,66257
2020-08-15T06:00:00.000Z,979383,38939,45554,590747,75529,179625,188390,57912
2020-08-15T07:00:00.000Z,1038924,39627,44663,637107,78920,184880,194857,62662
2020-08-15T08:00:00.000Z,983205,37368,40693,608955,73113,178044,179142,56752
2020-08-15T09:00:00.000Z,948105,37788,37806,584482,71799,172075,172182,55271
2020-08-15T10:00:00.000Z,975975,39247,38282,597818,75957,177122,175301,59525
2020-08-15T11:00:00.000Z,1003259,41815,43484,601976,77305,188099,191198,64842
2020-08-15T12:00:00.000Z,1282798,66454,58038,759440,98361,253838,256890,67961
2020-08-15T13:00:00.000Z,1342356,62759,61632,806670,101380,258767,265115,66094
2020-08-15T14:00:00.000Z,1402753,69364,61685,836857,120604,272592,280992,76851
2020-08-15T15:00:00.000Z,1480900,67355,78240,892005,107068,276536,291808,84050
2020-08-15T16:00:00.000Z,1556296,69910,73582,936035,143704,276939,307515,87919
2020-08-15T17:00:00.000Z,1049565,49191,51939,610759,77534,196760,213036,57687
2020-08-15T18:00:00.000Z,1433864,64982,66745,834440,103885,283124,282578,80574
2020-08-15T19:00:00.000Z,1112765,53935,55761,642277,87063,205881,224989,68889
2020-08-15T20:00:00.000Z,1174174,57657,55155,664600,82709,225526,258908,75239
2020-08-15T21:00:00.000Z,995441,48047,48266,564952,71479,184568,222818,61530
2020-08-15T22:00:00.000Z,1241195,61118,60151,708281,93391,229198,268729,80317
2020-08-15T23:00:00.000Z,978534,45912,45515,565313,74177,179146,206110,63463
2020-08-16T00:00:00.000Z,940093,42068,42222,541495,70060,176935,193998,59458
2020-08-16T01:00:00.000Z,1139833,47840,47391,676380,87497,215088,222996,66660
2020-08-16T02:00:00.000Z,1337310,56447,51650,780329,98142,257971,277685,75952
